dissimilarity,homogeneity,contrast,ASM,energy,correlation,entropy,Dissimilarity_1,Dissimilarity_2,Dissimilarity_3,Dissimilarity_4,Dissimilarity_5,Dissimilarity_6,Dissimilarity_7,Dissimilarity_8,Dissimilarity_9,Dissimilarity_10,Dissimilarity_11,Dissimilarity_12,Dissimilarity_13,Dissimilarity_14,Dissimilarity_15,Dissimilarity_16,Homogeneity_1,Homogeneity_2,Homogeneity_3,Homogeneity_4,Homogeneity_5,Homogeneity_6,Homogeneity_7,Homogeneity_8,Homogeneity_9,Homogeneity_10,Homogeneity_11,Homogeneity_12,Homogeneity_13,Homogeneity_14,Homogeneity_15,Homogeneity_16,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8,Entropy_9,Entropy_10,Entropy_11,Entropy_12,Entropy_13,Entropy_14,Entropy_15,Entropy_16,labels,img_paths
10.47743056,0.919756202,2285.739335,0.799294354,0.894032636,0.513877624,2.658871848,0,0,0,0,0,23.4625,34.95,21.27916667,24.68333333,34.97916667,10.69583333,17.85833333,0,0,0,0,1,1,1,1,1,0.798195718,0.724086294,0.816471567,0.812948764,0.76228891,0.903944303,0.900841412,1,1,1,1,0,0,0,0,0,0.921928095,1.191760148,0.991760148,0.811278124,1.219240705,0.88418372,0.811278124,0,0,0,0,a,Crop ROI/a/a114.jpg
9.930803571,0.919744859,2136.955605,0.796686036,0.892572706,0.524548887,3.141446071,0,0,0,0,4.745833333,24.3625,18.3375,31.2375,20.15416667,45.30416667,5.708333333,12.75,0,0,0,0,1,1,1,1,0.952969562,0.8130219,0.848419129,0.727570794,0.842534481,0.661922754,0.938756315,0.910680394,1,1,1,1,0,0,0,0,0,1.68149633,0.74758468,1.734497797,1.923219672,1.926120747,0.468995594,0.286396957,0,0,0,0,a,Crop ROI/a/a115.jpg
9.299603175,0.917756199,1967.496032,0.781757504,0.884170517,0.608616885,2.870950594,0,0,0,0,4.329166667,10.80833333,25.3875,29.64166667,14.09166667,22.6875,14.45416667,27.85833333,0,0,0,0,1,1,1,1,0.949014313,0.848073949,0.779509708,0.745342809,0.879589635,0.815512704,0.855107619,0.821506782,1,1,1,1,0,0,0,0,0,0.721928095,2.00869497,1.870950594,1.181290899,1.236160254,0.881290899,1.054015773,0,0,0,0,a,Crop ROI/a/a116.jpg
10.07390873,0.92223004,2162.816964,0.799463789,0.89412739,0.453470981,2.363865122,0,0,0,0,1.1875,23.05833333,34.52916667,33.05416667,25.47916667,22.82916667,9.5375,11.36666667,0,0,0,0,1,1,1,1,0.989588346,0.817520636,0.742516286,0.717172369,0.794463112,0.856257151,0.933337213,0.913398967,1,1,1,1,0,0,0,0,0.286396957,0.568995594,0.609840305,0.881290899,1.156779649,0.468995594,0,0.286396957,0,0,0,0,a,Crop ROI/a/a117.jpg
12.3812004,0.901239967,2707.146577,0.752410743,0.86741613,0.524190205,3.103701696,0,0,0.008333333,0,10.65833333,15.78333333,45.2,36.01666667,7.2375,41.42083333,21.0625,19.8625,0,0.008333333,0,0,1,1,0.995833333,1,0.892102058,0.856009193,0.676052926,0.709051401,0.937114729,0.712938867,0.80505821,0.861625473,1,0.995833333,1,1,0,0,0,0,0,0.609840305,1.733206219,1.68418372,0.88418372,2.363865122,0.609840305,0.468995594,0,0,0,0,a,Crop ROI/a/a118.jpg
10.43204365,0.916913225,2308.352679,0.783585606,0.885203709,0.522464218,2.846439345,0,0,0,0,8.754166667,15.54166667,36.25,31.92083333,11.69583333,25.625,11.77916667,21.25416667,0,0,0,0,1,1,1,1,0.922247807,0.836675789,0.742565181,0.731590827,0.895487046,0.820960043,0.903357175,0.844109757,1,1,1,1,0,0,0,0,0.74758468,1.191760148,1.880482024,1.814979821,0.721928095,0.811278124,0.286396957,0.811278124,0,0,0,0,a,Crop ROI/a/a119.jpg
7.443452381,0.930161152,1592.228671,0.802844389,0.896015842,0.697762231,3.48418372,0,0,0,0,9.641666667,23.48333333,15.45,17.45416667,12.4625,4.258333333,17.05416667,20.54166667,0,0,0,0,1,1,1,1,0.911324609,0.785171372,0.825833164,0.802795539,0.888445579,0.968333593,0.846427802,0.8520891,1,1,1,1,0,0,0,0,0.609840305,2.185475297,1.319035274,1.742737649,1.191760148,0.88418372,1.68149633,2.121127473,0,0,0,0,a,Crop ROI/a/a12.jpg
6.968253968,0.933778464,1408.511409,0.796298142,0.89235539,0.749008711,3.146439345,0,0,0,0,4.279166667,15.52083333,14.1125,17.35,19.50833333,3.854166667,23.50416667,11.81666667,0,0,0,0,1,1,1,1,0.944168503,0.845957403,0.858337826,0.818771518,0.829599282,0.960458295,0.778915922,0.915425027,1,1,1,1,0,0,0,0,0.468995594,1.141153528,1.256779649,2.70869497,1.278897903,0.721928095,2.257717469,1.054015773,0,0,0,0,a,Crop ROI/a/a13.jpg
7.163938492,0.930995446,1498.417907,0.786270907,0.886719181,0.737478066,3.446439345,0,0,0,0,6.379166667,17.32916667,12.78333333,22.59166667,17.95,5.333333333,21.29166667,10.42916667,0,0,0,0,1,1,1,1,0.93589933,0.807091623,0.845100275,0.781679518,0.829196432,0.962083656,0.811335514,0.92666831,1,1,1,1,0,0,0,0,0,1.595461844,1.291760148,2.165957321,1.960964047,1.395461844,2.158871848,0.881290899,0,0,0,0,a,Crop ROI/a/a14.jpg
7.649553571,0.922695941,1546.56374,0.773088297,0.879254398,0.753336111,3.246439345,0,0,0,0,6.0875,11.8625,27.33333333,20.0125,17.86666667,0,33.125,8.495833333,0,0,0,0,1,1,1,1,0.925842577,0.83301338,0.732520674,0.801747487,0.831278724,1,0.724772482,0.917101732,1,1,1,1,0,0,0,0,0,1.619240705,3.241446071,2.570950594,1.236160254,0,2.733206219,0,0,0,0,0,a,Crop ROI/a/a15.jpg
6.486359127,0.919910092,1222.124256,0.747870643,0.864795145,0.824034593,3.146439345,0,0,0,0,15.78333333,20.5125,10.92916667,18.6625,2.570833333,3.008333333,15.97083333,16.63333333,0,0,0,0,1,1,1,1,0.794888384,0.77816023,0.816306992,0.790226768,0.966668131,0.95836351,0.817736378,0.808367568,1,1,1,1,0,0,0,0,1.578897903,3.170950594,1.742737649,2.546439345,0.721928095,0.609840305,2.628212946,2.846439345,0,0,0,0,a,Crop ROI/a/a16.jpg
6.352430556,0.923372699,1254.911954,0.75636654,0.86969336,0.806983003,3.821928095,0,0,0.008333333,0.095833333,0,0,0,0,18.1375,12.6,24.22083333,26.13333333,6.395833333,0,6.6375,6.408333333,1,1,0.996666667,0.993758591,1,1,1,1,0.789037297,0.817572125,0.725705881,0.671006803,0.935451228,1,0.939181537,0.928753898,0,0,0,0,0,0,0,0,1.977235445,2.321127473,2.870950594,2.78418372,1.880482024,0,1.712887622,1.733206219,a,Crop ROI/a/a17.jpg
5.468005952,0.941527744,1102.526042,0.815870512,0.903255508,0.78892156,3.68418372,0,0,0,0,2.979166667,11.49166667,20.3875,12.70833333,18.12916667,0,2.145833333,19.68333333,0,0,0,0,1,1,1,1,0.964187105,0.867617178,0.780098497,0.825030916,0.831784842,1,0.971687843,0.821007712,1,1,1,1,0,0,0,0,0.286396957,1.919973094,2.082228719,2.433206219,2.260964047,0,0.286396957,2.733206219,0,0,0,0,a,Crop ROI/a/a18.jpg
5.415426587,0.934940997,1047.111359,0.793264776,0.890654128,0.812224101,3.546439345,0,0,0,0,7.383333333,16.35833333,12.07916667,14.00416667,17.02916667,0.016666667,9.525,10.74583333,0,0,0,0,1,1,1,1,0.927250211,0.813848819,0.832199134,0.792994189,0.841731554,0.9925,0.891711744,0.874757151,1,1,1,1,0,0,0,0,0,2.363865122,1.843751954,2.746439345,2.219973094,0,1.360964047,1.336666482,0,0,0,0,a,Crop ROI/a/a19.jpg
6.549355159,0.925180153,1335.110367,0.750104847,0.866085935,0.821632274,4.021928095,0,0,0,0,3.129166667,15.2875,20.4125,17.86666667,19.2375,0.008333333,14.85,17.27916667,0,0,0,0,1,1,1,1,0.962086605,0.791019118,0.776637941,0.804611006,0.790971698,0.995833333,0.866682803,0.799339943,1,1,1,1,0,0,0,0,0.286396957,1.977235445,3.321928095,3.30869497,2.258871848,0,2.78418372,3.38418372,0,0,0,0,a,Crop ROI/a/a2.jpg
6.896329365,0.924551055,1382.840774,0.763198357,0.873612246,0.782338204,3.78418372,0,0,0,0,10.7,10.86666667,14.1375,20.17916667,11.37083333,9.004166667,22.78333333,11.82916667,0,0,0,0,1,1,1,1,0.873180549,0.876263812,0.795681578,0.78964345,0.875860448,0.921679683,0.77720402,0.893339918,1,1,1,1,0,0,0,0,1.485475297,2.839353872,1.141153528,2.946439345,1.054015773,2.28418372,2.421127473,2.28418372,0,0,0,0,a,Crop ROI/a/a20.jpg
5.369295635,0.943008335,1082.687252,0.823010165,0.907199077,0.770512377,3.00869497,0,0,0,0,2.2375,8.341666667,10.70833333,16.14166667,15.975,4.233333333,16.92916667,11.45416667,0,0,0,0,1,1,1,1,0.960426881,0.882748581,0.869896682,0.832255467,0.852762983,0.967505719,0.830229999,0.900861361,1,1,1,1,0,0,0,0,0,1.490468571,1.578897903,2.465957321,1.319035274,0.286396957,1.647730922,1.578389825,0,0,0,0,a,Crop ROI/a/a21.jpg
5.467757937,0.937700599,1060.682044,0.808713298,0.899284882,0.801681742,3.48418372,0,0,0,0,6.416666667,8.375,12.86666667,12.39583333,14.39583333,10.8875,20.87916667,3.175,0,0,0,0,1,1,1,1,0.910583808,0.910226794,0.832857182,0.83976677,0.86218818,0.88875483,0.768873396,0.975416864,1,1,1,1,0,0,0,0,0.934068055,1.441153528,1.601014306,2.085475297,0.468995594,0.921928095,2.770950594,0,0,0,0,0,a,Crop ROI/a/a22.jpg
6.672123016,0.927929345,1322.018849,0.776218206,0.881032466,0.77455982,3.446439345,0,0,0,0,8.491666667,16.52083333,16.24583333,15.35,14.89583333,3.4375,20.15833333,12.42916667,0,0,0,0,1,1,1,1,0.90796032,0.848836737,0.824207707,0.806409526,0.856303548,0.954181816,0.796717336,0.880006546,1,1,1,1,0,0,0,0,0.609840305,2.363865122,1.638758681,3.003701696,2.257717469,0.609840305,2.295461844,1.360964047,0,0,0,0,a,Crop ROI/a/a23.jpg
6.209325397,0.938893231,1304.137401,0.819847532,0.905454323,0.726221939,3.546439345,0,0,0,0,9.675,6.541666667,26.61666667,18.35833333,21.84583333,0,6.383333333,12.60833333,0,0,0,0,1,1,1,1,0.911265188,0.875490609,0.751904913,0.813814135,0.810731491,1,0.953913275,0.890853511,1,1,1,1,0,0,0,0,1.716642278,1.154015773,2.046439345,2.770950594,2.057717469,0,1.156779649,0,0,0,0,0,a,Crop ROI/a/a24.jpg
5.984126984,0.940541804,1235.295139,0.831481211,0.911855916,0.70128697,3.48418372,0,0,0,0,10.65,12.57916667,15.50416667,13.85,16.44166667,11.1,2.166666667,15.39166667,0,0,0,0,1,1,1,1,0.896696012,0.861128067,0.832807704,0.816617364,0.870675647,0.925248956,0.974166795,0.864175533,1,1,1,1,0,0,0,0,1.054015773,1.543751954,1.456779649,2.28418372,0.811278124,1.675143246,0.721928095,1.619240705,0,0,0,0,a,Crop ROI/a/a25.jpg
5.519097222,0.949130746,1147.916419,0.851924005,0.922997294,0.691665469,3.721928095,0,0,0,0,12.06666667,15.92083333,19.45416667,15.50833333,18.25833333,3.204166667,3.216666667,2.004166667,0,0,0,0,1,1,1,1,0.893761279,0.854593632,0.812112976,0.84398372,0.872094618,0.968754837,0.963358045,0.983334008,1,1,1,1,0,0,0,0,0.74758468,2.346439345,1.319035274,1.939353872,1.319035274,0.721928095,0.721928095,0,0,0,0,0,a,Crop ROI/a/a26.jpg
6.229414683,0.935415451,1317.40997,0.810063361,0.9000352,0.712069104,3.40869497,0,0,0,0,4.295833333,10.8625,14.17083333,13.98333333,17.5375,9.958333333,15.06666667,9.854166667,0,0,0,0,1,1,1,1,0.935834724,0.834440782,0.850021693,0.848000678,0.840304447,0.917978323,0.87007233,0.890239048,1,1,1,1,0,0,0,0,0.721928095,1.923219672,0.721928095,2.928212946,1.441153528,1.291760148,1.076297626,1.278897903,0,0,0,0,a,Crop ROI/a/a27.jpg
5.559771825,0.953041223,1214.834573,0.863829444,0.929424254,0.643570077,2.628212946,0,0,0,0,9.591666667,12.67916667,17.12916667,11.33333333,16.00833333,0.0125,11.4375,10.57916667,0,0,0,0,1,1,1,1,0.911419508,0.881508186,0.856254651,0.873379717,0.888519259,0.99625,0.930834614,0.921670992,1,1,1,1,0,0,0,0,0.609840305,1.291760148,0.721928095,1.219240705,0.88418372,0,0.721928095,1.156779649,0,0,0,0,a,Crop ROI/a/a28.jpg
6.536706349,0.939333471,1458.472718,0.832769485,0.912562044,0.650506879,3.40869497,0,0,0,0,5.329166667,7.445833333,24.2875,18.3875,13.85833333,0,27.82916667,7.554166667,0,0,0,0,1,1,1,1,0.939169965,0.891331485,0.829788532,0.837620818,0.854730091,1,0.786015968,0.889209977,1,1,1,1,0,0,0,0,0.609840305,1.291760148,1.485475297,2.503701696,0.811278124,0,1.956779649,2.126120747,0,0,0,0,a,Crop ROI/a/a29.jpg
8.708581349,0.915440191,1864.99628,0.741851553,0.861308048,0.754267562,3.821928095,0,0,0,0,10.64583333,11.275,32.80416667,27.52083333,22.3875,0,23.32916667,14.25,0,0,0,0,1,1,1,1,0.904585457,0.794379047,0.717354999,0.696230554,0.788126545,1,0.842616372,0.882096443,1,1,1,1,0,0,0,0,2.085475297,2.121928095,1.958871848,3.48418372,2.633206219,0,3.046439345,2.365957321,0,0,0,0,a,Crop ROI/a/a3.jpg
6.925347222,0.932224237,1392.826141,0.806034087,0.897794012,0.700798594,3.221928095,0,0,0,0,12.725,10.02916667,24.42916667,22.5875,22.32916667,0,15.675,3.216666667,0,0,0,0,1,1,1,1,0.883795873,0.860468165,0.783453897,0.737563714,0.813129144,1,0.872109336,0.965010596,1,1,1,1,0,0,0,0,0,2.446439345,1.742737649,0.609840305,1.78149633,0,0.921928095,1.88149633,0,0,0,0,a,Crop ROI/a/a30.jpg
6.263888889,0.943219674,1277.621528,0.834252474,0.913374225,0.664821129,3.08418372,0,0,0,0,8.504166667,11.31666667,30.6125,19.2375,19.73333333,0,6.383333333,8.508333333,0,0,0,0,1,1,1,1,0.92502048,0.855491866,0.760458741,0.796739583,0.847521905,1,0.952918576,0.932102752,1,1,1,1,0,0,0,0,0.609840305,1.154015773,1.543751954,2.214979821,1.578897903,0,0,0.721928095,0,0,0,0,a,Crop ROI/a/a31.jpg
7.182787698,0.935090089,1458.824653,0.80924553,0.899580752,0.672020549,3.58418372,0,0,0,0,11.99583333,9.483333333,25.78333333,24.0125,19.6875,0,10.775,15.0625,0,0,0,0,1,1,1,1,0.895433235,0.847937493,0.799843588,0.767517315,0.862919766,1,0.91334123,0.866269075,1,1,1,1,0,0,0,0,1.054015773,1.923219672,1.919973094,1.977235445,1.923219672,0,0.811278124,2.446439345,0,0,0,0,a,Crop ROI/a/a32.jpg
7.076388889,0.938619438,1428.925099,0.829689585,0.91087298,0.675880311,3.546439345,0,0,0,0,9.470833333,19.8625,14.9375,17.80833333,18.95833333,5.254166667,10.22916667,13.59583333,0,0,0,0,1,1,1,1,0.92597518,0.819786711,0.853762606,0.81210704,0.864171342,0.970834173,0.922519042,0.868806023,1,1,1,1,0,0,0,0,0,2.119035274,1.236160254,2.628212946,1.319035274,0.84758468,0.468995594,2.526120747,0,0,0,0,a,Crop ROI/a/a33.jpg
7.615823413,0.931190827,1651.416915,0.81612877,0.903398456,0.641593771,3.08418372,0,0,0,0,10.62083333,9.283333333,25.84166667,17.77916667,18.9625,0.520833333,16.4125,19.66666667,0,0,0,0,1,1,1,1,0.878682442,0.872428856,0.820430892,0.832218492,0.807943837,0.993750271,0.87378772,0.842931959,1,1,1,1,0,0,0,0,1.441153528,1.870950594,2.260964047,2.363865122,0.609840305,0,1.543751954,1.352724196,0,0,0,0,a,Crop ROI/a/a34.jpg
7.311259921,0.937451413,1529.452133,0.818472803,0.904694867,0.680684795,3.270950594,0,0,0,0,11.29583333,18.09166667,14.89166667,14.425,14.125,13.11666667,9.991666667,19.2875,0,0,0,0,1,1,1,1,0.907088895,0.82353438,0.857961443,0.832093304,0.900007593,0.910310559,0.93775964,0.847509796,1,1,1,1,0,0,0,0,0,0.934068055,1.256779649,2.501609497,0.881290899,1.278897903,0.721928095,1.738758681,0,0,0,0,a,Crop ROI/a/a35.jpg
5.856646825,0.955537895,1314.1875,0.885570754,0.941047689,0.374689372,2.303701696,0,0,0,0,9.654166667,11.075,6.883333333,12.77916667,21.05416667,23.85833333,7.470833333,2.954166667,0,0,0,0,1,1,1,1,0.925008674,0.912578653,0.902516709,0.904591315,0.87860473,0.83900745,0.943771901,0.983578667,1,1,1,1,0,0,0,0,0.88418372,0,0,1.533206219,0.286396957,0,1.236160254,0.286396957,0,0,0,0,a,Crop ROI/a/a36.jpg
5.696924603,0.955764247,1296.172619,0.871206286,0.933384318,0.588941231,3.246439345,0,0,0,0,9.566666667,14.1,16.9875,16.0375,13.2875,2.129166667,11.8,4.295833333,0,0,0,0,1,1,1,1,0.922918406,0.87049972,0.870925218,0.854018241,0.912095577,0.989583461,0.915419199,0.967147694,1,1,1,1,0,0,0,0,1.054015773,1.054015773,1.054015773,2.223219672,0.568995594,0.286396957,1.601014306,1.395461844,0,0,0,0,a,Crop ROI/a/a37.jpg
6.898809524,0.945817685,1523.020833,0.857392165,0.925954731,0.563327948,3.28418372,0,0,0,0,10.60416667,18.05416667,18.57916667,20.02916667,18.67916667,1.283333333,3.195833333,15.075,0,0,0,0,1,1,1,1,0.909413042,0.840596283,0.846242996,0.838203966,0.861874784,0.989584827,0.97916686,0.892519076,1,1,1,1,0,0,0,0,0.609840305,1.842737649,1.578897903,2.085475297,0.568995594,0,0.568995594,1.78149633,0,0,0,0,a,Crop ROI/a/a38.jpg
6.355406746,0.951391907,1443.21999,0.87210113,0.93386355,0.516224942,2.946439345,0,0,0,0,7.458333333,12.27083333,29.4875,14.4875,20.6125,0,6.366666667,14.45,0,0,0,0,1,1,1,1,0.931255501,0.88046654,0.782870009,0.875037868,0.857491329,1,0.963333722,0.913752892,1,1,1,1,0,0,0,0,0,0.286396957,0.992774454,2.521928095,0.468995594,0,0,1.512887622,0,0,0,0,a,Crop ROI/a/a39.jpg
